Universidad Mayor de San Andres                                                          ESTACION DE PATACAMAYA
IIF LABORATORIO DE METEOROLOGIA
                                         REPORTE DIARIO DE MEDIAS HORARIAS (2014)

ÚÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄÂÄÄÄÄÄÄÄ¿
³  FECHA  ³ HORA ³ Tem10 ³ Hum10 ³ Temp4 ³ Hume4 ³ R.sol ³ Evapo ³ Vel10 ³ Dir10 ³ Velo4 ³ Dire4 ³ Temp0 ³ Presi ³ Lluvi ³
³       ³      ³   øC  ³   %   ³   øC  ³   %   ³  W/mý ³  ohm  ³   m/s ³  ø/N  ³   m/s ³  ø/N  ³   øC  ³  mBar ³   mm  ³
ÃÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄ´
³     1 ³    0 ³   8.9 ³  85.4 ³  10.9 ³  79.4 ³   0.0 ³ 140.9 ³   1.9 ³ 232.9 ³   1.5 ³ 263.8 ³ -99.0 ³ 648.7 ³   0.0 ³
³     1 ³    1 ³   8.8 ³  87.6 ³  10.8 ³  81.6 ³   0.0 ³ 140.7 ³   1.2 ³ 103.7 ³   0.9 ³ 106.5 ³ -99.0 ³ 648.0 ³   0.0 ³
³     1 ³    2 ³   8.5 ³  89.4 ³  10.5 ³  83.5 ³   0.0 ³ 140.7 ³   2.0 ³ 125.9 ³   1.5 ³ 127.2 ³ -99.0 ³ 647.6 ³   0.0 ³
³     1 ³    3 ³   8.4 ³  89.7 ³  10.4 ³  83.6 ³   0.0 ³ 140.8 ³   1.7 ³ 145.9 ³   1.3 ³ 147.3 ³ -99.0 ³ 647.1 ³   0.0 ³
³     1 ³    4 ³   8.3 ³  91.5 ³  10.2 ³  85.3 ³   0.0 ³ 140.8 ³   1.0 ³ 135.0 ³   0.8 ³  90.5 ³ -99.0 ³ 646.9 ³   0.0 ³
³     1 ³    5 ³   8.3 ³  91.7 ³  10.2 ³  86.3 ³   0.0 ³ 140.8 ³   0.8 ³ 212.8 ³   0.6 ³ 205.7 ³ -99.0 ³ 647.1 ³   0.0 ³
³     1 ³    6 ³   8.4 ³  93.4 ³  10.3 ³  87.8 ³  40.7 ³ 140.8 ³   0.4 ³ 151.9 ³   0.1 ³ 150.1 ³ -99.0 ³ 648.0 ³   0.0 ³
³     1 ³    7 ³  10.2 ³  85.0 ³  12.2 ³  79.7 ³ 285.4 ³ 140.5 ³   1.4 ³ 165.3 ³   1.1 ³ 177.3 ³ -99.0 ³ 648.2 ³   0.0 ³
³     1 ³    8 ³  11.2 ³  79.5 ³  13.6 ³  73.5 ³ 394.1 ³ 140.1 ³   2.2 ³ 131.5 ³   1.8 ³ 128.5 ³ -99.0 ³ 648.4 ³   0.0 ³
³     1 ³    9 ³  12.9 ³  72.6 ³  15.6 ³  66.5 ³ 705.1 ³ 139.8 ³   3.6 ³ 132.1 ³   2.7 ³ 142.2 ³ -99.0 ³ 648.3 ³   0.0 ³
³     1 ³   10 ³  14.4 ³  65.1 ³  17.1 ³  58.9 ³ 619.6 ³ 138.7 ³   3.5 ³ 136.0 ³   2.6 ³ 147.6 ³ -99.0 ³ 647.9 ³   0.0 ³
³     1 ³   11 ³  16.1 ³  51.2 ³  19.5 ³  44.6 ³1208.0 ³ 137.4 ³   3.2 ³ 135.5 ³   2.8 ³ 132.1 ³ -99.0 ³ 647.3 ³   0.0 ³
³     1 ³   12 ³  16.2 ³  53.5 ³  19.7 ³  45.0 ³ 714.5 ³ 137.1 ³   4.2 ³ 135.5 ³   4.0 ³  80.2 ³ -99.0 ³ 646.9 ³   0.0 ³
³     1 ³   13 ³  12.8 ³  77.0 ³  15.2 ³  75.4 ³ 358.8 ³ 135.4 ³   6.3 ³ 157.0 ³   5.7 ³ 163.5 ³ -99.0 ³ 646.7 ³   0.0 ³
³     1 ³   14 ³  14.7 ³  65.2 ³  17.7 ³  61.2 ³ 980.8 ³ 135.7 ³   6.7 ³ 204.8 ³   6.1 ³ 258.0 ³ -99.0 ³ 646.0 ³   0.0 ³
³     1 ³   15 ³  15.9 ³  58.3 ³  19.1 ³  50.9 ³ 815.8 ³ 135.8 ³   6.9 ³ 181.7 ³   6.1 ³ 177.8 ³ -99.0 ³ 645.3 ³   0.0 ³
³     1 ³   16 ³  15.8 ³  56.1 ³  18.7 ³  48.9 ³ 544.4 ³ 134.9 ³   6.7 ³ 156.5 ³   6.3 ³ 128.2 ³ -99.0 ³ 644.8 ³   0.0 ³
³     1 ³   17 ³  15.4 ³  54.9 ³  17.9 ³  48.9 ³ 195.3 ³ 132.3 ³   7.1 ³ 164.4 ³   6.8 ³ 153.5 ³ -99.0 ³ 644.7 ³   0.0 ³
³     1 ³   18 ³  14.1 ³  60.9 ³  16.2 ³  56.2 ³  40.7 ³ 130.1 ³   5.5 ³ 181.6 ³   4.6 ³ 234.4 ³ -99.0 ³ 645.4 ³   0.0 ³
³     1 ³   19 ³  12.7 ³  72.9 ³  14.7 ³  68.6 ³   0.1 ³ 128.4 ³   5.3 ³ 220.6 ³   4.2 ³ 341.1 ³ -99.0 ³ 646.0 ³   0.0 ³
³     1 ³   20 ³  12.0 ³  75.0 ³  14.0 ³  70.5 ³   0.0 ³ 127.8 ³   3.9 ³ 248.5 ³   3.3 ³ 315.5 ³ -99.0 ³ 647.0 ³   0.0 ³
³     1 ³   21 ³  11.8 ³  74.4 ³  13.7 ³  69.9 ³   0.0 ³ 127.8 ³   2.6 ³ 236.0 ³   1.9 ³ 267.2 ³ -99.0 ³ 647.6 ³   0.0 ³
³     1 ³   22 ³   9.9 ³  85.9 ³  11.5 ³  81.3 ³   0.0 ³ 127.2 ³   1.2 ³ 127.3 ³   0.8 ³ 110.5 ³ -99.0 ³ 647.9 ³   0.0 ³
³     1 ³   23 ³   8.8 ³  90.5 ³  10.3 ³  85.4 ³   0.0 ³ 126.5 ³   1.3 ³ 107.2 ³   0.9 ³  88.8 ³ -99.0 ³ 647.8 ³   0.0 ³
ÃÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄ´
³     2 ³    0 ³   8.3 ³  94.3 ³   9.6 ³  90.5 ³   0.0 ³ 126.2 ³   1.7 ³ 110.1 ³   1.3 ³  48.5 ³ -99.0 ³ 647.5 ³   0.0 ³
³     2 ³    1 ³   9.4 ³  92.5 ³  11.2 ³  88.0 ³   0.0 ³ 125.4 ³   1.2 ³ 192.0 ³   0.8 ³ 196.8 ³ -99.0 ³ 647.0 ³   0.0 ³
³     2 ³    2 ³   9.8 ³  90.1 ³  11.7 ³  85.3 ³   0.0 ³ 125.2 ³   1.5 ³ 234.0 ³   1.2 ³ 321.4 ³ -99.0 ³ 646.4 ³   0.0 ³
³     2 ³    3 ³   9.8 ³  89.4 ³  11.7 ³  84.4 ³   0.0 ³ 125.3 ³   2.0 ³ 183.2 ³   1.7 ³ 186.9 ³ -99.0 ³ 645.9 ³   0.0 ³
³     2 ³    4 ³   9.2 ³  91.4 ³  10.4 ³  88.2 ³   0.0 ³ 125.2 ³   2.2 ³ 208.6 ³   1.4 ³ 284.6 ³ -99.0 ³ 645.8 ³   0.0 ³
³     2 ³    5 ³   8.3 ³  92.4 ³   9.3 ³  89.1 ³   0.0 ³ 125.3 ³   1.7 ³ 220.5 ³   1.1 ³ 211.0 ³ -99.0 ³ 646.0 ³   0.0 ³
³     2 ³    6 ³   8.5 ³  93.0 ³   9.6 ³  89.4 ³  74.0 ³ 125.2 ³   2.3 ³ 169.9 ³   2.0 ³ 127.7 ³ -99.0 ³ 646.4 ³   0.0 ³
³     2 ³    7 ³  11.6 ³  81.4 ³  13.6 ³  76.5 ³ 315.1 ³ 125.8 ³   2.0 ³ 162.1 ³   1.9 ³ 159.5 ³ -99.0 ³ 646.5 ³   0.0 ³
³     2 ³    8 ³  15.4 ³  59.4 ³  17.5 ³  54.8 ³ 578.7 ³ 126.0 ³   0.8 ³ 195.5 ³   0.7 ³ 241.2 ³ -99.0 ³ 646.5 ³   0.0 ³
³     2 ³    9 ³  15.7 ³  58.4 ³  18.6 ³  52.2 ³ 811.9 ³ 168.4 ³   1.4 ³ 194.0 ³   1.3 ³ 182.9 ³ -99.0 ³ 646.6 ³   0.0 ³
³     2 ³   10 ³  16.8 ³  53.3 ³  19.8 ³  46.5 ³ 756.9 ³ 214.5 ³   1.6 ³ 211.0 ³   1.5 ³ 202.0 ³ -99.0 ³ 646.4 ³   0.0 ³
³     2 ³   11 ³  17.8 ³  49.4 ³  20.8 ³  43.9 ³ 719.9 ³ 214.0 ³   2.5 ³ 218.6 ³   2.3 ³ 249.8 ³ -99.0 ³ 645.9 ³   0.0 ³
³     2 ³   12 ³  17.6 ³  51.1 ³  20.8 ³  44.3 ³ 789.2 ³ 213.8 ³   3.7 ³ 213.0 ³   3.2 ³ 215.5 ³ -99.0 ³ 645.4 ³   0.0 ³
³     2 ³   13 ³  16.0 ³  57.9 ³  18.5 ³  54.4 ³ 369.3 ³ 213.5 ³   2.1 ³ 183.4 ³   1.9 ³ 177.2 ³ -99.0 ³ 645.1 ³   0.0 ³
³     2 ³   14 ³  17.3 ³  53.5 ³  20.4 ³  47.2 ³ 680.3 ³ 213.5 ³   4.5 ³ 203.5 ³   4.2 ³ 288.0 ³ -99.0 ³ 644.4 ³   0.0 ³
³     2 ³   15 ³  18.8 ³  44.4 ³  22.0 ³  37.8 ³1024.0 ³ 213.3 ³   5.2 ³ 196.6 ³   4.6 ³ 259.6 ³ -99.0 ³ 643.9 ³   0.0 ³
³     2 ³   16 ³  16.4 ³  54.5 ³  19.4 ³  48.3 ³ 446.6 ³ 213.1 ³   9.9 ³ 234.9 ³   8.7 ³ 320.9 ³ -99.0 ³ 643.6 ³   0.0 ³
³     2 ³   17 ³  14.6 ³  62.7 ³  17.1 ³  58.5 ³  81.4 ³ 213.5 ³   6.0 ³ 241.6 ³   5.1 ³ 271.6 ³ -99.0 ³ 644.7 ³   0.0 ³
³     2 ³   18 ³  11.9 ³  81.0 ³  13.9 ³  78.4 ³  40.7 ³ 212.7 ³   3.2 ³ 116.2 ³   3.1 ³  94.0 ³ -99.0 ³ 645.5 ³   0.0 ³
³     2 ³   19 ³  12.3 ³  78.0 ³  14.1 ³  76.3 ³   0.5 ³ 212.5 ³   3.1 ³ 180.0 ³   2.5 ³ 206.7 ³ -99.0 ³ 645.7 ³   0.0 ³
³     2 ³   20 ³  11.5 ³  81.7 ³  13.3 ³  78.4 ³   0.0 ³ 211.7 ³   3.7 ³ 186.7 ³   3.0 ³ 140.6 ³ -99.0 ³ 646.3 ³   0.0 ³
³     2 ³   21 ³  10.3 ³  85.8 ³  12.2 ³  81.7 ³   0.0 ³ 210.7 ³   2.6 ³ 144.5 ³   2.2 ³ 135.8 ³ -99.0 ³ 647.0 ³   0.0 ³
³     2 ³   22 ³  10.0 ³  93.5 ³  12.0 ³  88.2 ³   0.0 ³ 209.1 ³   1.3 ³ 123.9 ³   1.0 ³  89.5 ³ -99.0 ³ 647.1 ³   0.0 ³
³     2 ³   23 ³  10.3 ³  90.3 ³  12.1 ³  85.9 ³   0.0 ³ 209.3 ³   2.5 ³ 207.6 ³   1.9 ³ 253.6 ³ -99.0 ³ 646.8 ³   0.0 ³
ÃÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄ´
³     3 ³    0 ³  10.7 ³  86.5 ³  12.5 ³  82.9 ³   0.0 ³ 208.7 ³   1.3 ³ 237.7 ³   0.9 ³ 291.5 ³ -99.0 ³ 646.7 ³   0.0 ³
³     3 ³    1 ³  10.7 ³  89.0 ³  12.6 ³  84.0 ³   0.0 ³ 208.5 ³   1.4 ³ 141.6 ³   0.9 ³ 145.0 ³ -99.0 ³ 646.5 ³   0.0 ³
³     3 ³    2 ³  10.5 ³  87.7 ³  12.3 ³  83.2 ³   0.0 ³ 208.6 ³   0.9 ³ 116.9 ³   0.9 ³  85.7 ³ -99.0 ³ 646.1 ³   0.0 ³
³     3 ³    3 ³  10.0 ³  91.2 ³  11.3 ³  87.4 ³   0.0 ³ 208.6 ³   1.2 ³ 217.7 ³   0.8 ³ 235.7 ³ -99.0 ³ 645.9 ³   0.0 ³
³     3 ³    4 ³   9.4 ³  94.7 ³  10.4 ³  91.0 ³   0.0 ³ 208.5 ³   0.7 ³ 198.9 ³   0.3 ³ 251.5 ³ -99.0 ³ 645.8 ³   0.0 ³
³     3 ³    5 ³   8.1 ³  99.7 ³   9.3 ³  92.6 ³   0.0 ³ 208.5 ³   0.9 ³ 210.9 ³   0.6 ³ 221.6 ³ -99.0 ³ 645.9 ³   0.0 ³
³     3 ³    6 ³   8.7 ³  98.1 ³   9.7 ³  93.9 ³  64.2 ³ 209.1 ³   1.1 ³ 214.4 ³   0.9 ³ 272.5 ³ -99.0 ³ 646.6 ³   0.0 ³
³     3 ³    7 ³  13.1 ³  78.2 ³  14.6 ³  76.9 ³ 324.6 ³ 209.0 ³   0.7 ³ 187.6 ³   0.6 ³ 207.2 ³ -99.0 ³ 646.9 ³   0.0 ³
³     3 ³    8 ³  14.2 ³  71.0 ³  16.7 ³  64.6 ³ 523.3 ³ 208.5 ³   1.3 ³ 175.3 ³   1.1 ³ 165.0 ³ -99.0 ³ 647.2 ³   0.0 ³
³     3 ³    9 ³  15.2 ³  66.4 ³  18.1 ³  59.0 ³ 701.6 ³ 207.8 ³   2.0 ³ 111.0 ³   1.9 ³  76.5 ³ -99.0 ³ 647.4 ³   0.0 ³
³     3 ³   10 ³  12.6 ³  75.8 ³  15.3 ³  68.9 ³ 340.6 ³ 208.0 ³   5.9 ³ 144.4 ³   5.2 ³  46.4 ³ -99.0 ³ 647.5 ³   0.0 ³
³     3 ³   11 ³  14.2 ³  66.1 ³  16.7 ³  62.0 ³ 699.5 ³ 209.1 ³   2.1 ³ 183.9 ³   2.1 ³ 176.8 ³ -99.0 ³ 647.2 ³   0.0 ³
³     3 ³   12 ³  17.1 ³  53.4 ³  20.1 ³  47.3 ³ 925.6 ³ 208.6 ³   2.1 ³ 209.4 ³   1.9 ³ 240.9 ³ -99.0 ³ 646.6 ³   0.0 ³
³     3 ³   13 ³  14.1 ³  72.0 ³  16.7 ³  66.6 ³ 200.9 ³ 208.3 ³   5.6 ³ 213.0 ³   5.1 ³ 238.6 ³ -99.0 ³ 646.6 ³   0.0 ³
³     3 ³   14 ³  10.9 ³  87.5 ³  12.9 ³  86.5 ³ 122.7 ³ 209.0 ³   5.3 ³ 239.5 ³   4.4 ³ 327.6 ³ -99.0 ³ 647.1 ³   0.0 ³
³     3 ³   15 ³  10.8 ³  87.2 ³  12.8 ³  84.7 ³  89.1 ³ 210.6 ³   4.7 ³ 216.5 ³   4.2 ³ 340.2 ³ -99.0 ³ 646.9 ³   0.0 ³
³     3 ³   16 ³  11.8 ³  82.7 ³  13.7 ³  81.8 ³ 218.6 ³ 210.2 ³   5.4 ³ 199.6 ³   5.0 ³ 235.3 ³ -99.0 ³ 645.7 ³   0.0 ³
³     3 ³   17 ³  13.4 ³  73.5 ³  15.2 ³  73.5 ³ 120.3 ³ 209.8 ³   5.5 ³ 169.1 ³   4.8 ³ 238.2 ³ -99.0 ³ 645.4 ³   0.0 ³
³     3 ³   18 ³  13.1 ³  75.1 ³  15.0 ³  73.0 ³  27.2 ³ 209.6 ³   5.8 ³ 201.4 ³   4.9 ³ 287.5 ³ -99.0 ³ 646.0 ³   0.0 ³
³     3 ³   19 ³  12.4 ³  78.8 ³  14.1 ³  76.3 ³   0.1 ³ 209.6 ³   5.8 ³ 223.4 ³   4.5 ³ 333.5 ³ -99.0 ³ 646.9 ³   0.0 ³
³     3 ³   20 ³  12.1 ³  81.9 ³  13.7 ³  79.6 ³   0.0 ³ 209.6 ³   3.7 ³ 175.7 ³   2.9 ³  94.8 ³ -99.0 ³ 647.8 ³   0.0 ³
³     3 ³   21 ³  11.8 ³  85.1 ³  13.3 ³  83.0 ³   0.0 ³ 209.6 ³   3.1 ³ 110.9 ³   2.5 ³  74.7 ³ -99.0 ³ 648.6 ³   0.0 ³
³     3 ³   22 ³  11.5 ³  83.4 ³  13.3 ³  79.4 ³   0.0 ³ 209.6 ³   2.3 ³ 160.3 ³   2.0 ³ 140.2 ³ -99.0 ³ 649.1 ³   0.0 ³
³     3 ³   23 ³  10.6 ³  91.4 ³  12.6 ³  86.1 ³   0.0 ³ 209.6 ³   2.4 ³ 148.0 ³   1.8 ³ 153.4 ³ -99.0 ³ 649.5 ³   0.0 ³
ÃÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄ´
³     4 ³    0 ³  10.1 ³  92.7 ³  12.0 ³  87.7 ³   0.0 ³ 209.6 ³   2.2 ³ 154.1 ³   1.7 ³ 165.5 ³ -99.0 ³ 649.0 ³   0.0 ³
³     4 ³    1 ³   9.6 ³  95.7 ³  11.6 ³  89.7 ³   0.0 ³ 209.6 ³   3.3 ³ 162.5 ³   2.8 ³ 162.7 ³ -99.0 ³ 648.8 ³   0.0 ³
³     4 ³    2 ³   9.1 ³  97.3 ³  11.2 ³  91.4 ³   0.0 ³ 209.6 ³   2.9 ³ 177.4 ³   2.3 ³ 183.7 ³ -99.0 ³ 648.5 ³   0.0 ³
³     4 ³    3 ³   9.0 ³  97.0 ³  11.0 ³  91.2 ³   0.0 ³ 209.6 ³   2.2 ³ 169.1 ³   2.0 ³ 168.4 ³ -99.0 ³ 648.2 ³   0.0 ³
³     4 ³    4 ³   9.0 ³  98.5 ³  11.1 ³  92.1 ³   0.0 ³ 209.6 ³   0.9 ³ 160.1 ³   0.8 ³ 159.3 ³ -99.0 ³ 648.4 ³   0.0 ³
³     4 ³    5 ³   9.1 ³  99.3 ³  11.1 ³  93.2 ³   0.0 ³ 209.6 ³   1.1 ³ 226.2 ³   1.0 ³ 227.6 ³ -99.0 ³ 648.6 ³   0.0 ³
³     4 ³    6 ³   9.6 ³  92.7 ³  11.5 ³  89.0 ³  17.9 ³ 209.6 ³   2.8 ³ 192.5 ³   2.2 ³ 179.2 ³ -99.0 ³ 649.1 ³   0.0 ³
³     4 ³    7 ³  10.3 ³  86.9 ³  12.2 ³  82.0 ³  88.7 ³ 209.6 ³   5.2 ³ 201.0 ³   4.3 ³ 205.3 ³ -99.0 ³ 649.5 ³   0.0 ³
³     4 ³    8 ³  10.6 ³  85.1 ³  12.6 ³  80.5 ³ 136.5 ³ 209.6 ³   4.7 ³ 185.6 ³   4.1 ³ 234.4 ³ -99.0 ³ 650.0 ³   0.0 ³
³     4 ³    9 ³  11.9 ³  77.9 ³  14.3 ³  73.0 ³ 370.3 ³ 209.7 ³   4.6 ³ 192.9 ³   4.2 ³ 230.5 ³ -99.0 ³ 650.2 ³   0.0 ³
³     4 ³   10 ³  12.8 ³  73.2 ³  15.4 ³  68.0 ³ 469.1 ³ 209.7 ³   5.5 ³ 156.5 ³   5.1 ³  78.4 ³ -99.0 ³ 650.0 ³   0.0 ³
³     4 ³   11 ³  13.0 ³  73.3 ³  15.8 ³  67.4 ³ 560.4 ³ 209.8 ³   6.5 ³ 151.9 ³   6.1 ³  78.7 ³ -99.0 ³ 649.7 ³   0.0 ³
³     4 ³   12 ³  13.3 ³  73.3 ³  16.1 ³  67.4 ³ 604.0 ³ 209.7 ³   8.5 ³ 149.9 ³   7.7 ³ 100.2 ³ -99.0 ³ 649.2 ³   0.0 ³
³     4 ³   13 ³  14.6 ³  63.1 ³  17.4 ³  57.7 ³ 732.9 ³ 209.5 ³   7.9 ³ 157.5 ³   7.0 ³  95.1 ³ -99.0 ³ 648.7 ³   0.0 ³
³     4 ³   14 ³  15.3 ³  59.7 ³  18.3 ³  53.4 ³ 783.6 ³ 209.3 ³   7.3 ³ 151.5 ³   6.5 ³  72.0 ³ -99.0 ³ 647.9 ³   0.0 ³
³     4 ³   15 ³  15.7 ³  58.4 ³  18.6 ³  52.1 ³ 632.6 ³ 210.3 ³   7.3 ³ 149.9 ³   6.7 ³  75.8 ³ -99.0 ³ 647.3 ³   0.0 ³
³     4 ³   16 ³  15.4 ³  60.6 ³  18.2 ³  54.8 ³ 419.5 ³ 210.9 ³   8.4 ³ 142.5 ³   7.4 ³  50.2 ³ -99.0 ³ 646.9 ³   0.0 ³
³     4 ³   17 ³  13.9 ³  67.0 ³  16.3 ³  61.8 ³ 190.1 ³ 209.0 ³   7.4 ³ 156.1 ³   6.6 ³  74.0 ³ -99.0 ³ 647.0 ³   0.0 ³
³     4 ³   18 ³  11.9 ³  75.2 ³  14.0 ³  70.6 ³  23.8 ³ 208.4 ³   7.5 ³ 223.0 ³   6.5 ³ 310.0 ³ -99.0 ³ 647.8 ³   0.0 ³
³     4 ³   19 ³  10.8 ³  77.7 ³  12.7 ³  72.9 ³   0.0 ³ 208.0 ³   8.9 ³ 217.5 ³   7.8 ³ 290.4 ³ -99.0 ³ 648.5 ³   0.0 ³
³     4 ³   20 ³  10.7 ³  74.6 ³  12.6 ³  70.4 ³   0.0 ³ 207.6 ³   8.3 ³ 205.4 ³   6.6 ³ 314.0 ³ -99.0 ³ 649.1 ³   0.0 ³
³     4 ³   21 ³  10.5 ³  75.1 ³  12.5 ³  70.5 ³   0.0 ³ 207.6 ³   8.1 ³ 208.0 ³   7.0 ³ 286.4 ³ -99.0 ³ 649.8 ³   0.0 ³
³     4 ³   22 ³  10.1 ³  79.5 ³  12.0 ³  74.5 ³   0.0 ³ 205.7 ³   5.2 ³ 225.3 ³   4.2 ³ 334.2 ³ -99.0 ³ 650.6 ³   0.0 ³
³     4 ³   23 ³  10.1 ³  79.0 ³  11.8 ³  75.4 ³   0.0 ³ 201.1 ³   3.6 ³ 227.1 ³   2.8 ³ 331.0 ³ -99.0 ³ 650.7 ³   0.0 ³
ÃÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄÅÄÄÄÄÄÄÄ´
³     5 ³    0 ³  10.2 ³  76.2 ³  12.0 ³  72.5 ³   0.0 ³ 199.9 ³   2.9 ³ 229.0 ³   2.2 ³ 329.5 ³ -99.0 ³ 650.4 ³   0.0 ³
³     5 ³    1 ³   9.6 ³  82.7 ³  11.4 ³  77.6 ³   0.0 ³ 197.6 ³   1.5 ³ 180.2 ³   1.3 ³ 182.5 ³ -99.0 ³ 650.1 ³   0.0 ³
³     5 ³    2 ³   8.8 ³  95.3 ³  10.8 ³  88.0 ³   0.0 ³ 197.4 ³   0.9 ³ 101.2 ³   0.6 ³  76.6 ³ -99.0 ³ 649.9 ³   0.0 ³
³     5 ³    3 ³   8.2 ³  98.5 ³   9.8 ³  91.1 ³   0.0 ³ 197.2 ³   0.6 ³ 222.7 ³   0.5 ³ 275.5 ³ -99.0 ³ 649.6 ³   0.0 ³
³     5 ³    4 ³   8.4 ³  96.0 ³  10.0 ³  91.7 ³   0.0 ³ 197.1 ³   1.6 ³ 214.5 ³   1.0 ³ 238.0 ³ -99.0 ³ 649.6 ³   0.0 ³
³     5 ³    5 ³   8.2 ³  99.5 ³  10.2 ³  92.1 ³   0.0 ³ 196.8 ³   0.5 ³ 176.5 ³   0.4 ³ 175.1 ³ -99.0 ³ 649.9 ³   0.0 ³
³     5 ³    6 ³   8.8 ³  94.0 ³  10.7 ³  90.7 ³  38.1 ³ 197.5 ³   1.0 ³ 200.7 ³   0.7 ³ 261.4 ³ -99.0 ³ 650.3 ³   0.0 ³
³     5 ³    7 ³  11.0 ³  80.7 ³  13.2 ³  74.6 ³ 256.5 ³ 197.5 ³   1.5 ³ 176.5 ³   1.4 ³ 130.2 ³ -99.0 ³ 650.5 ³   0.0 ³
³     5 ³    8 ³  11.7 ³  72.5 ³  14.1 ³  65.6 ³ 341.2 ³ 197.4 ³   2.4 ³ 162.0 ³   2.3 ³ 182.8 ³ -99.0 ³ 650.5 ³   0.0 ³
³     5 ³    9 ³  13.9 ³  64.8 ³  16.7 ³  57.6 ³ 714.6 ³ 197.6 ³   1.6 ³ 179.2 ³   1.2 ³ 208.0 ³ -99.0 ³ 650.4 ³   0.0 ³
³     5 ³   10 ³  15.2 ³  60.1 ³  18.2 ³  52.5 ³ 724.8 ³ 197.4 ³   2.2 ³ 151.0 ³   2.4 ³ 114.5 ³ -99.0 ³ 650.1 ³   0.0 ³
³     5 ³   11 ³  15.9 ³  55.7 ³  19.2 ³  48.3 ³ 905.1 ³ 197.3 ³   3.2 ³ 147.6 ³   2.7 ³  90.7 ³ -99.0 ³ 649.5 ³   0.0 ³
³     5 ³   12 ³  17.1 ³  49.9 ³  20.2 ³  43.1 ³ 712.6 ³ 196.9 ³   3.4 ³ 156.0 ³   3.3 ³ 136.4 ³ -99.0 ³ 649.0 ³   0.0 ³
³     5 ³   13 ³  16.0 ³  55.4 ³  19.1 ³  48.7 ³ 754.9 ³ 204.4 ³   4.1 ³ 102.3 ³   3.5 ³  82.7 ³ -99.0 ³ 648.6 ³   0.0 ³
³     5 ³   14 ³  17.3 ³  49.0 ³  20.1 ³  42.5 ³ 414.5 ³ 202.8 ³   3.0 ³ 112.3 ³   3.0 ³  69.5 ³ -99.0 ³ 647.9 ³   0.0 ³
³     5 ³   15 ³  17.4 ³  51.6 ³  20.3 ³  45.2 ³ 482.0 ³ 202.3 ³   3.7 ³ 106.5 ³   3.0 ³  83.9 ³ -99.0 ³ 647.3 ³   0.0 ³
³     5 ³   16 ³  19.0 ³  47.4 ³  21.7 ³  41.6 ³ 687.8 ³ 200.5 ³   3.8 ³ 145.0 ³   3.6 ³ 108.9 ³ -99.0 ³ 646.7 ³   0.0 ³
³     5 ³   17 ³  17.7 ³  47.2 ³  20.3 ³  41.9 ³ 319.8 ³ 200.6 ³   5.9 ³ 164.5 ³   5.4 ³  96.4 ³ -99.0 ³ 646.6 ³   0.0 ³
